"Plot Title: 10604268"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10604268, SEN S/N: 10604268, LBL: byrneslab_GOM2017)","Coupler Attached (LGR S/N: 10604268)","Host Connected (LGR S/N: 10604268)","Stopped (LGR S/N: 10604268)","End Of File (LGR S/N: 10604268)"
51,08/15/17 02:15:00 PM,72.891,,,,
52,08/15/17 02:45:00 PM,78.274,,,,
53,08/15/17 03:15:00 PM,60.712,,,,
54,08/15/17 03:45:00 PM,58.303,,,,
55,08/15/17 04:15:00 PM,58.820,,,,
56,08/15/17 04:45:00 PM,58.131,,,,
57,08/15/17 05:15:00 PM,56.577,,,,
58,08/15/17 05:45:00 PM,56.404,,,,
59,08/15/17 06:15:00 PM,55.364,,,,
60,08/15/17 06:45:00 PM,53.973,,,,
61,08/15/17 07:15:00 PM,53.623,,,,
62,08/15/17 07:45:00 PM,53.973,,,,
63,08/15/17 08:15:00 PM,54.495,,,,
64,08/15/17 08:45:00 PM,54.147,,,,
65,08/15/17 09:15:00 PM,53.973,,,,
66,08/15/17 09:45:00 PM,54.147,,,,
67,08/15/17 10:15:00 PM,54.842,,,,
68,08/15/17 10:45:00 PM,54.842,,,,
69,08/15/17 11:15:00 PM,55.364,,,,
70,08/15/17 11:45:00 PM,56.404,,,,
71,08/16/17 12:15:00 AM,56.577,,,,
72,08/16/17 12:45:00 AM,56.577,,,,
73,08/16/17 01:15:00 AM,56.923,,,,
74,08/16/17 01:45:00 AM,58.820,,,,
75,08/16/17 02:15:00 AM,60.024,,,,
76,08/16/17 02:45:00 AM,57.785,,,,
77,08/16/17 03:15:00 AM,58.303,,,,
78,08/16/17 03:45:00 AM,58.476,,,,
79,08/16/17 04:15:00 AM,58.647,,,,
80,08/16/17 04:45:00 AM,58.303,,,,
81,08/16/17 05:15:00 AM,52.576,,,,
82,08/16/17 05:45:00 AM,52.050,,,,
83,08/16/17 06:15:00 AM,50.995,,,,
84,08/16/17 06:45:00 AM,50.643,,,,
85,08/16/17 07:15:00 AM,50.819,,,,
86,08/16/17 07:45:00 AM,50.819,,,,
87,08/16/17 08:15:00 AM,50.643,,,,
88,08/16/17 08:45:00 AM,50.290,,,,
89,08/16/17 09:15:00 AM,50.995,,,,
90,08/16/17 09:45:00 AM,50.113,,,,
91,08/16/17 10:15:00 AM,51.172,,,,
92,08/16/17 10:45:00 AM,51.172,,,,
93,08/16/17 11:15:00 AM,52.050,,,,
94,08/16/17 11:45:00 AM,53.449,,,,
95,08/16/17 12:15:00 PM,54.322,,,,
96,08/16/17 12:45:00 PM,53.973,,,,
97,08/16/17 01:15:00 PM,59.164,,,,
98,08/16/17 01:45:00 PM,60.368,,,,
99,08/16/17 02:15:00 PM,60.195,,,,
100,08/16/17 02:45:00 PM,60.368,,,,
101,08/16/17 03:15:00 PM,59.164,,,,
102,08/16/17 03:45:00 PM,58.476,,,,
103,08/16/17 04:15:00 PM,58.820,,,,
104,08/16/17 04:45:00 PM,58.476,,,,
105,08/16/17 05:15:00 PM,58.993,,,,
106,08/16/17 05:45:00 PM,58.476,,,,
107,08/16/17 06:15:00 PM,58.131,,,,
108,08/16/17 06:45:00 PM,57.441,,,,
109,08/16/17 07:15:00 PM,56.750,,,,
110,08/16/17 07:45:00 PM,56.577,,,,
111,08/16/17 08:15:00 PM,57.441,,,,
112,08/16/17 08:45:00 PM,56.404,,,,
113,08/16/17 09:15:00 PM,57.614,,,,
114,08/16/17 09:45:00 PM,57.441,,,,
115,08/16/17 10:15:00 PM,57.614,,,,
116,08/16/17 10:45:00 PM,58.131,,,,
117,08/16/17 11:15:00 PM,57.268,,,,
118,08/16/17 11:45:00 PM,57.096,,,,
119,08/17/17 12:15:00 AM,57.958,,,,
120,08/17/17 12:45:00 AM,56.577,,,,
121,08/17/17 01:15:00 AM,58.131,,,,
122,08/17/17 01:45:00 AM,55.189,,,,
123,08/17/17 02:15:00 AM,54.495,,,,
124,08/17/17 02:45:00 AM,55.884,,,,
125,08/17/17 03:15:00 AM,54.495,,,,
126,08/17/17 03:45:00 AM,54.322,,,,
127,08/17/17 04:15:00 AM,54.495,,,,
128,08/17/17 04:45:00 AM,55.364,,,,
129,08/17/17 05:15:00 AM,56.404,,,,
130,08/17/17 05:45:00 AM,56.750,,,,
131,08/17/17 06:15:00 AM,56.404,,,,
132,08/17/17 06:45:00 AM,55.364,,,,
133,08/17/17 07:15:00 AM,56.577,,,,
134,08/17/17 07:45:00 AM,59.680,,,,
135,08/17/17 08:15:00 AM,59.337,,,,
136,08/17/17 08:45:00 AM,59.508,,,,
137,08/17/17 09:15:00 AM,59.337,,,,
138,08/17/17 09:45:00 AM,60.883,,,,
139,08/17/17 10:15:00 AM,60.883,,,,
140,08/17/17 10:45:00 AM,58.993,,,,
141,08/17/17 11:15:00 AM,58.820,,,,
142,08/17/17 11:45:00 AM,59.680,,,,
143,08/17/17 12:15:00 PM,60.024,,,,
144,08/17/17 12:45:00 PM,58.820,,,,
145,08/17/17 01:15:00 PM,58.647,,,,
146,08/17/17 01:45:00 PM,61.741,,,,
147,08/17/17 02:15:00 PM,62.769,,,,
148,08/17/17 02:45:00 PM,62.769,,,,
149,08/17/17 03:15:00 PM,60.024,,,,
150,08/17/17 03:45:00 PM,59.164,,,,
151,08/17/17 04:15:00 PM,58.131,,,,
152,08/17/17 04:45:00 PM,57.958,,,,
153,08/17/17 05:15:00 PM,57.614,,,,
154,08/17/17 05:45:00 PM,54.495,,,,
155,08/17/17 06:15:00 PM,53.274,,,,
156,08/17/17 06:45:00 PM,53.100,,,,
157,08/17/17 07:15:00 PM,53.449,,,,
158,08/17/17 07:45:00 PM,53.274,,,,
159,08/17/17 08:15:00 PM,52.750,,,,
160,08/17/17 08:45:00 PM,54.322,,,,
161,08/17/17 09:15:00 PM,52.401,,,,
162,08/17/17 09:45:00 PM,51.346,,,,
163,08/17/17 10:15:00 PM,52.925,,,,
164,08/17/17 10:45:00 PM,52.225,,,,
165,08/17/17 11:15:00 PM,51.346,,,,
166,08/17/17 11:45:00 PM,51.346,,,,
167,08/18/17 12:15:00 AM,51.699,,,,
168,08/18/17 12:45:00 AM,53.274,,,,
169,08/18/17 01:15:00 AM,55.537,,,,
170,08/18/17 01:45:00 AM,59.508,,,,
171,08/18/17 02:15:00 AM,59.337,,,,
172,08/18/17 02:45:00 AM,60.883,,,,
173,08/18/17 03:15:00 AM,61.227,,,,
174,08/18/17 03:45:00 AM,61.227,,,,
175,08/18/17 04:15:00 AM,61.054,,,,
176,08/18/17 04:45:00 AM,61.227,,,,
177,08/18/17 05:15:00 AM,60.195,,,,
178,08/18/17 05:45:00 AM,59.851,,,,
179,08/18/17 06:15:00 AM,59.851,,,,
180,08/18/17 06:45:00 AM,60.024,,,,
181,08/18/17 07:15:00 AM,60.368,,,,
182,08/18/17 07:45:00 AM,60.368,,,,
183,08/18/17 08:15:00 AM,60.368,,,,
184,08/18/17 08:45:00 AM,60.195,,,,
185,08/18/17 09:15:00 AM,60.024,,,,
186,08/18/17 09:45:00 AM,60.195,,,,
187,08/18/17 10:15:00 AM,57.268,,,,
188,08/18/17 10:45:00 AM,55.017,,,,
189,08/18/17 11:15:00 AM,55.711,,,,
190,08/18/17 11:45:00 AM,53.973,,,,
191,08/18/17 12:15:00 PM,55.017,,,,
192,08/18/17 12:45:00 PM,54.669,,,,
193,08/18/17 01:15:00 PM,54.842,,,,
194,08/18/17 01:45:00 PM,56.750,,,,
195,08/18/17 02:15:00 PM,57.958,,,,
196,08/18/17 02:45:00 PM,58.820,,,,
197,08/18/17 03:15:00 PM,58.820,,,,
198,08/18/17 03:45:00 PM,58.476,,,,
199,08/18/17 04:15:00 PM,57.958,,,,
200,08/18/17 04:45:00 PM,56.750,,,,
201,08/18/17 05:15:00 PM,57.268,,,,
202,08/18/17 05:45:00 PM,58.820,,,,
203,08/18/17 06:15:00 PM,60.195,,,,
204,08/18/17 06:45:00 PM,59.680,,,,
205,08/18/17 07:15:00 PM,60.024,,,,
206,08/18/17 07:45:00 PM,60.539,,,,
207,08/18/17 08:15:00 PM,61.398,,,,
208,08/18/17 08:45:00 PM,61.912,,,,
209,08/18/17 09:15:00 PM,58.820,,,,
210,08/18/17 09:45:00 PM,57.268,,,,
211,08/18/17 10:15:00 PM,55.711,,,,
212,08/18/17 10:45:00 PM,54.147,,,,
213,08/18/17 11:15:00 PM,53.798,,,,
214,08/18/17 11:45:00 PM,54.495,,,,
215,08/19/17 12:15:00 AM,54.147,,,,
216,08/19/17 12:45:00 AM,58.993,,,,
217,08/19/17 01:15:00 AM,62.254,,,,
218,08/19/17 01:45:00 AM,62.425,,,,
219,08/19/17 02:15:00 AM,62.425,,,,
220,08/19/17 02:45:00 AM,62.083,,,,
221,08/19/17 03:15:00 AM,61.569,,,,
222,08/19/17 03:45:00 AM,61.398,,,,
223,08/19/17 04:15:00 AM,61.398,,,,
224,08/19/17 04:45:00 AM,60.712,,,,
225,08/19/17 05:15:00 AM,58.303,,,,
226,08/19/17 05:45:00 AM,56.577,,,,
227,08/19/17 06:15:00 AM,56.923,,,,
228,08/19/17 06:45:00 AM,52.401,,,,
229,08/19/17 07:15:00 AM,52.050,,,,
230,08/19/17 07:45:00 AM,51.523,,,,
231,08/19/17 08:15:00 AM,51.346,,,,
232,08/19/17 08:45:00 AM,50.995,,,,
233,08/19/17 09:15:00 AM,50.643,,,,
234,08/19/17 09:45:00 AM,50.643,,,,
235,08/19/17 10:15:00 AM,50.995,,,,
236,08/19/17 10:45:00 AM,55.711,,,,
237,08/19/17 11:15:00 AM,57.096,,,,
238,08/19/17 11:45:00 AM,56.577,,,,
239,08/19/17 12:15:00 PM,56.057,,,,
240,08/19/17 12:45:00 PM,55.537,,,,
241,08/19/17 01:15:00 PM,54.842,,,,
242,08/19/17 01:45:00 PM,57.958,,,,
243,08/19/17 02:15:00 PM,58.476,,,,
244,08/19/17 02:45:00 PM,58.820,,,,
245,08/19/17 03:15:00 PM,59.337,,,,
246,08/19/17 03:45:00 PM,60.539,,,,
247,08/19/17 04:15:00 PM,60.712,,,,
248,08/19/17 04:45:00 PM,60.368,,,,
249,08/19/17 05:15:00 PM,60.368,,,,
250,08/19/17 05:45:00 PM,60.368,,,,
251,08/19/17 06:15:00 PM,60.539,,,,
252,08/19/17 06:45:00 PM,60.712,,,,
253,08/19/17 07:15:00 PM,60.712,,,,
254,08/19/17 07:45:00 PM,60.712,,,,
255,08/19/17 08:15:00 PM,60.195,,,,
256,08/19/17 08:45:00 PM,60.195,,,,
257,08/19/17 09:15:00 PM,59.164,,,,
258,08/19/17 09:45:00 PM,58.647,,,,
259,08/19/17 10:15:00 PM,57.958,,,,
260,08/19/17 10:45:00 PM,58.131,,,,
261,08/19/17 11:15:00 PM,55.537,,,,
262,08/19/17 11:45:00 PM,56.750,,,,
263,08/20/17 12:15:00 AM,56.577,,,,
264,08/20/17 12:45:00 AM,56.923,,,,
265,08/20/17 01:15:00 AM,55.537,,,,
266,08/20/17 01:45:00 AM,56.057,,,,
267,08/20/17 02:15:00 AM,56.923,,,,
268,08/20/17 02:45:00 AM,57.441,,,,
269,08/20/17 03:15:00 AM,57.958,,,,
270,08/20/17 03:45:00 AM,59.164,,,,
271,08/20/17 04:15:00 AM,59.851,,,,
272,08/20/17 04:45:00 AM,59.508,,,,
273,08/20/17 05:15:00 AM,58.303,,,,
274,08/20/17 05:45:00 AM,57.441,,,,
275,08/20/17 06:15:00 AM,57.268,,,,
276,08/20/17 06:45:00 AM,55.189,,,,
277,08/20/17 07:15:00 AM,54.147,,,,
278,08/20/17 07:45:00 AM,52.750,,,,
279,08/20/17 08:15:00 AM,53.449,,,,
280,08/20/17 08:45:00 AM,54.495,,,,
281,08/20/17 09:15:00 AM,55.537,,,,
282,08/20/17 09:45:00 AM,56.750,,,,
283,08/20/17 10:15:00 AM,57.441,,,,
284,08/20/17 10:45:00 AM,58.820,,,,
285,08/20/17 11:15:00 AM,58.647,,,,
286,08/20/17 11:45:00 AM,59.851,,,,
287,08/20/17 12:15:00 PM,60.883,,,,
288,08/20/17 12:45:00 PM,60.883,,,,
289,08/20/17 01:15:00 PM,61.398,,,,
290,08/20/17 01:45:00 PM,60.883,,,,
291,08/20/17 02:15:00 PM,61.741,,,,
292,08/20/17 02:45:00 PM,62.083,,,,
293,08/20/17 03:15:00 PM,62.598,,,,
294,08/20/17 03:45:00 PM,63.626,,,,
295,08/20/17 04:15:00 PM,63.797,,,,
296,08/20/17 04:45:00 PM,63.797,,,,
297,08/20/17 05:15:00 PM,63.797,,,,
298,08/20/17 05:45:00 PM,63.455,,,,
299,08/20/17 06:15:00 PM,63.282,,,,
300,08/20/17 06:45:00 PM,60.195,,,,
301,08/20/17 07:15:00 PM,58.647,,,,
302,08/20/17 07:45:00 PM,58.131,,,,
303,08/20/17 08:15:00 PM,51.346,,,,
304,08/20/17 08:45:00 PM,52.050,,,,
305,08/20/17 09:15:00 PM,53.798,,,,
306,08/20/17 09:45:00 PM,50.995,,,,
307,08/20/17 10:15:00 PM,52.050,,,,
308,08/20/17 10:45:00 PM,52.401,,,,
309,08/20/17 11:15:00 PM,51.874,,,,
310,08/20/17 11:45:00 PM,52.225,,,,
311,08/21/17 12:15:00 AM,51.699,,,,
312,08/21/17 12:45:00 AM,51.874,,,,
313,08/21/17 01:15:00 AM,55.537,,,,
314,08/21/17 01:45:00 AM,53.798,,,,
315,08/21/17 02:15:00 AM,58.131,,,,
316,08/21/17 02:45:00 AM,58.993,,,,
317,08/21/17 03:15:00 AM,59.164,,,,
318,08/21/17 03:45:00 AM,60.195,,,,
319,08/21/17 04:15:00 AM,60.712,,,,
320,08/21/17 04:45:00 AM,61.054,,,,
321,08/21/17 05:15:00 AM,61.054,,,,
322,08/21/17 05:45:00 AM,61.398,,,,
323,08/21/17 06:15:00 AM,61.227,,,,
324,08/21/17 06:45:00 AM,62.425,,,,
325,08/21/17 07:15:00 AM,62.598,,,,
326,08/21/17 07:45:00 AM,61.741,,,,
327,08/21/17 08:15:00 AM,61.569,,,,
328,08/21/17 08:45:00 AM,60.712,,,,
329,08/21/17 09:15:00 AM,60.712,,,,
330,08/21/17 09:45:00 AM,57.268,,,,
331,08/21/17 10:15:00 AM,55.189,,,,
332,08/21/17 10:45:00 AM,52.750,,,,
333,08/21/17 11:15:00 AM,52.401,,,,
334,08/21/17 11:45:00 AM,53.623,,,,
335,08/21/17 12:15:00 PM,53.798,,,,
336,08/21/17 12:45:00 PM,55.364,,,,
337,08/21/17 01:15:00 PM,53.100,,,,
338,08/21/17 01:45:00 PM,52.401,,,,
339,08/21/17 02:15:00 PM,53.274,,,,
340,08/21/17 02:45:00 PM,53.798,,,,
341,08/21/17 03:15:00 PM,54.495,,,,
342,08/21/17 03:45:00 PM,55.537,,,,
343,08/21/17 04:15:00 PM,56.923,,,,
344,08/21/17 04:45:00 PM,60.712,,,,
345,08/21/17 05:15:00 PM,62.083,,,,
346,08/21/17 05:45:00 PM,62.598,,,,
347,08/21/17 06:15:00 PM,61.741,,,,
348,08/21/17 06:45:00 PM,60.712,,,,
349,08/21/17 07:15:00 PM,59.508,,,,
350,08/21/17 07:45:00 PM,59.508,,,,
351,08/21/17 08:15:00 PM,55.884,,,,
352,08/21/17 08:45:00 PM,55.711,,,,
353,08/21/17 09:15:00 PM,56.923,,,,
354,08/21/17 09:45:00 PM,58.647,,,,
355,08/21/17 10:15:00 PM,59.164,,,,
356,08/21/17 10:45:00 PM,59.851,,,,
357,08/21/17 11:15:00 PM,59.680,,,,
358,08/21/17 11:45:00 PM,59.164,,,,
359,08/22/17 12:15:00 AM,58.476,,,,
360,08/22/17 12:45:00 AM,57.958,,,,
361,08/22/17 01:15:00 AM,61.227,,,,
362,08/22/17 01:45:00 AM,60.712,,,,
363,08/22/17 02:15:00 AM,58.647,,,,
364,08/22/17 02:45:00 AM,58.303,,,,
365,08/22/17 03:15:00 AM,58.303,,,,
366,08/22/17 03:45:00 AM,59.164,,,,
367,08/22/17 04:15:00 AM,59.337,,,,
368,08/22/17 04:45:00 AM,60.024,,,,
369,08/22/17 05:15:00 AM,60.539,,,,
370,08/22/17 05:45:00 AM,61.912,,,,
371,08/22/17 06:15:00 AM,61.054,,,,
372,08/22/17 06:45:00 AM,60.712,,,,
373,08/22/17 07:15:00 AM,61.569,,,,
374,08/22/17 07:45:00 AM,60.883,,,,
375,08/22/17 08:15:00 AM,59.164,,,,
376,08/22/17 08:45:00 AM,57.268,,,,
377,08/22/17 09:15:00 AM,54.669,,,,
378,08/22/17 09:45:00 AM,53.973,,,,
379,08/22/17 10:15:00 AM,53.623,,,,
380,08/22/17 10:45:00 AM,53.449,,,,
381,08/22/17 11:15:00 AM,53.623,,,,
382,08/22/17 11:45:00 AM,53.100,,,,
383,08/22/17 12:15:00 PM,54.147,,,,
384,08/22/17 12:45:00 PM,55.017,,,,
385,08/22/17 01:15:00 PM,53.623,,,,
386,08/22/17 01:45:00 PM,55.364,,,,
387,08/22/17 02:15:00 PM,55.364,,,,
388,08/22/17 02:45:00 PM,61.227,,,,
389,08/22/17 03:15:00 PM,61.569,,,,
390,08/22/17 03:45:00 PM,60.712,,,,
391,08/22/17 04:15:00 PM,60.539,,,,
392,08/22/17 04:45:00 PM,60.195,,,,
393,08/22/17 05:15:00 PM,59.851,,,,
394,08/22/17 05:45:00 PM,59.337,,,,
395,08/22/17 06:15:00 PM,59.508,,,,
396,08/22/17 06:45:00 PM,59.508,,,,
397,08/22/17 07:15:00 PM,59.508,,,,
398,08/22/17 07:45:00 PM,59.680,,,,
399,08/22/17 08:15:00 PM,60.024,,,,
400,08/22/17 08:45:00 PM,60.195,,,,
401,08/22/17 09:15:00 PM,60.539,,,,
402,08/22/17 09:45:00 PM,61.054,,,,
403,08/22/17 10:15:00 PM,61.398,,,,
404,08/22/17 10:45:00 PM,61.054,,,,
405,08/22/17 11:15:00 PM,61.227,,,,
406,08/22/17 11:45:00 PM,61.054,,,,
407,08/23/17 12:15:00 AM,61.227,,,,
408,08/23/17 12:45:00 AM,59.680,,,,
409,08/23/17 01:15:00 AM,61.398,,,,
410,08/23/17 01:45:00 AM,61.912,,,,
411,08/23/17 02:15:00 AM,60.712,,,,
412,08/23/17 02:45:00 AM,61.569,,,,
413,08/23/17 03:15:00 AM,61.741,,,,
414,08/23/17 03:45:00 AM,59.851,,,,
415,08/23/17 04:15:00 AM,58.647,,,,
416,08/23/17 04:45:00 AM,61.398,,,,
417,08/23/17 05:15:00 AM,61.912,,,,
418,08/23/17 05:45:00 AM,62.083,,,,
419,08/23/17 06:15:00 AM,62.083,,,,
420,08/23/17 06:45:00 AM,61.912,,,,
421,08/23/17 07:15:00 AM,61.741,,,,
422,08/23/17 07:45:00 AM,61.741,,,,
423,08/23/17 08:15:00 AM,60.368,,,,
424,08/23/17 08:45:00 AM,54.147,,,,
425,08/23/17 09:15:00 AM,52.401,,,,
426,08/23/17 09:45:00 AM,55.711,,,,
427,08/23/17 10:15:00 AM,53.973,,,,
428,08/23/17 10:45:00 AM,53.274,,,,
429,08/23/17 11:15:00 AM,53.274,,,,
430,08/23/17 11:45:00 AM,51.699,,,,
431,08/23/17 12:15:00 PM,51.699,,,,
432,08/23/17 12:45:00 PM,51.874,,,,
433,08/23/17 01:15:00 PM,51.874,,,,
434,08/23/17 01:45:00 PM,51.874,,,,
435,08/23/17 02:15:00 PM,52.576,,,,
436,08/23/17 02:45:00 PM,55.189,,,,
437,08/23/17 03:15:00 PM,53.973,,,,
438,08/23/17 03:45:00 PM,60.883,,,,
439,08/23/17 04:15:00 PM,61.741,,,,
440,08/23/17 04:45:00 PM,62.254,,,,
441,08/23/17 05:15:00 PM,61.054,,,,
442,08/23/17 05:45:00 PM,59.851,,,,
443,08/23/17 06:15:00 PM,59.337,,,,
444,08/23/17 06:45:00 PM,58.303,,,,
445,08/23/17 07:15:00 PM,57.958,,,,
446,08/23/17 07:45:00 PM,57.614,,,,
447,08/23/17 08:15:00 PM,59.337,,,,
448,08/23/17 08:45:00 PM,58.131,,,,
449,08/23/17 09:15:00 PM,57.441,,,,
450,08/23/17 09:45:00 PM,56.923,,,,
451,08/23/17 10:15:00 PM,56.404,,,,
452,08/23/17 10:45:00 PM,56.923,,,,
453,08/23/17 11:15:00 PM,55.884,,,,
454,08/23/17 11:45:00 PM,52.925,,,,
455,08/24/17 12:15:00 AM,53.100,,,,
456,08/24/17 12:45:00 AM,53.623,,,,
457,08/24/17 01:15:00 AM,53.449,,,,
458,08/24/17 01:45:00 AM,52.750,,,,
459,08/24/17 02:15:00 AM,53.100,,,,
460,08/24/17 02:45:00 AM,52.576,,,,
461,08/24/17 03:15:00 AM,54.495,,,,
462,08/24/17 03:45:00 AM,52.225,,,,
463,08/24/17 04:15:00 AM,56.057,,,,
464,08/24/17 04:45:00 AM,57.441,,,,
465,08/24/17 05:15:00 AM,58.993,,,,
466,08/24/17 05:45:00 AM,59.680,,,,
467,08/24/17 06:15:00 AM,60.368,,,,
468,08/24/17 06:45:00 AM,60.368,,,,
469,08/24/17 07:15:00 AM,60.712,,,,
470,08/24/17 07:45:00 AM,60.712,,,,
471,08/24/17 08:15:00 AM,60.883,,,,
472,08/24/17 08:45:00 AM,61.054,,,,
473,08/24/17 09:15:00 AM,60.883,,,,
474,08/24/17 09:45:00 AM,58.820,,,,
475,08/24/17 10:15:00 AM,59.164,,,,
476,08/24/17 10:45:00 AM,58.647,,,,
477,08/24/17 11:15:00 AM,59.680,,,,
478,08/24/17 11:45:00 AM,60.195,,,,
479,08/24/17 12:15:00 PM,56.057,,,,
480,08/24/17 12:45:00 PM,54.669,,,,
481,08/24/17 01:15:00 PM,53.100,,,,
482,08/24/17 01:45:00 PM,53.274,,,,
483,08/24/17 02:15:00 PM,53.274,,,,
484,08/24/17 02:45:00 PM,53.798,,,,
485,08/24/17 03:15:00 PM,53.798,,,,
486,08/24/17 03:45:00 PM,54.322,,,,
487,08/24/17 04:15:00 PM,56.230,,,,
488,08/24/17 04:45:00 PM,61.398,,,,
489,08/24/17 05:15:00 PM,62.254,,,,
490,08/24/17 05:45:00 PM,60.195,,,,
491,08/24/17 06:15:00 PM,58.303,,,,
492,08/24/17 06:45:00 PM,57.614,,,,
493,08/24/17 07:15:00 PM,57.958,,,,
494,08/24/17 07:45:00 PM,57.958,,,,
495,08/24/17 08:15:00 PM,57.958,,,,
496,08/24/17 08:45:00 PM,58.647,,,,
497,08/24/17 09:15:00 PM,59.337,,,,
498,08/24/17 09:45:00 PM,59.337,,,,
499,08/24/17 10:15:00 PM,58.820,,,,
500,08/24/17 10:45:00 PM,58.820,,,,
501,08/24/17 11:15:00 PM,59.851,,,,
502,08/24/17 11:45:00 PM,57.614,,,,
503,08/25/17 12:15:00 AM,54.495,,,,
504,08/25/17 12:45:00 AM,55.189,,,,
505,08/25/17 01:15:00 AM,55.017,,,,
506,08/25/17 01:45:00 AM,57.096,,,,
507,08/25/17 02:15:00 AM,56.404,,,,
508,08/25/17 02:45:00 AM,56.923,,,,
509,08/25/17 03:15:00 AM,56.750,,,,
510,08/25/17 03:45:00 AM,55.364,,,,
511,08/25/17 04:15:00 AM,59.337,,,,
512,08/25/17 04:45:00 AM,61.054,,,,
513,08/25/17 05:15:00 AM,61.398,,,,
514,08/25/17 05:45:00 AM,61.569,,,,
515,08/25/17 06:15:00 AM,61.569,,,,
516,08/25/17 06:45:00 AM,61.054,,,,
517,08/25/17 07:15:00 AM,58.647,,,,
518,08/25/17 07:45:00 AM,58.476,,,,
519,08/25/17 08:15:00 AM,58.131,,,,
520,08/25/17 08:45:00 AM,58.476,,,,
521,08/25/17 09:15:00 AM,57.785,,,,
522,08/25/17 09:45:00 AM,58.131,,,,
523,08/25/17 10:15:00 AM,57.785,,,,
524,08/25/17 10:45:00 AM,57.441,,,,
525,08/25/17 11:15:00 AM,57.268,,,,
526,08/25/17 11:45:00 AM,56.577,,,,
527,08/25/17 12:15:00 PM,55.364,,,,
528,08/25/17 12:45:00 PM,55.537,,,,
529,08/25/17 01:15:00 PM,55.537,,,,
530,08/25/17 01:45:00 PM,54.842,,,,
531,08/25/17 02:15:00 PM,53.449,,,,
532,08/25/17 02:45:00 PM,53.623,,,,
533,08/25/17 03:15:00 PM,54.669,,,,
534,08/25/17 03:45:00 PM,54.669,,,,
535,08/25/17 04:15:00 PM,55.017,,,,
536,08/25/17 04:45:00 PM,58.647,,,,
537,08/25/17 05:15:00 PM,61.569,,,,
538,08/25/17 05:45:00 PM,61.569,,,,
539,08/25/17 06:15:00 PM,60.712,,,,
540,08/25/17 06:45:00 PM,60.024,,,,
541,08/25/17 07:15:00 PM,58.993,,,,
542,08/25/17 07:45:00 PM,58.820,,,,
543,08/25/17 08:15:00 PM,60.024,,,,
544,08/25/17 08:45:00 PM,58.647,,,,
545,08/25/17 09:15:00 PM,58.820,,,,
546,08/25/17 09:45:00 PM,58.303,,,,
547,08/25/17 10:15:00 PM,59.164,,,,
